sample_id,acceptance_status,acceptance_reason,trajectory_checksum,d_is_zero,mu_M1,mu_M2,hn,vn,kpn1,kpn12,mu_n12,a_inf2,mu_n10
1235,accepted,,2d7f8bd37f6e7eab,False,2A,2A,1,2B,1,1,1,2B,2B
1236,accepted,,d8ef0191f78bc02b,False,1,2A,1,2B,2A,2A,1,2A,2A
1237,accepted,,dc0e425dff416f25,False,2B,1,2B,2B,2B,2A,2B,2A,2A
1238,accepted,,a66acef06e49c65b,False,2B,2B,1,2A,2B,2A,1,1,2B
1239,accepted,,4d1922e8cb251b2b,False,2B,2B,1,2A,1,2B,1,2B,2A
1240,accepted,,e7940583596ff832,False,2B,2B,2B,2B,2B,2B,2B,2B,1
1241,accepted,,c25f3bb265979dd1,True,2A,1,2B,2A,2A,2A,2B,2A,2B
1242,accepted,,d768838946089454,False,1,1,1,2A,2A,2B,2B,2B,1
1243,accepted,,978ea09b70249256,False,2B,2B,1,2A,1,1,1,2B,1
1244,accepted,,8253c6e9daef9bea,False,1,2A,2B,2A,2B,2A,2B,2B,2A
1245,accepted,,ee2b4180805c584d,False,1,1,2B,2A,1,2B,2B,2B,1
1246,accepted,,a6650b0931a6e046,False,1,2A,1,2B,2B,2A,1,2B,2B
1247,accepted,,208ce5144cb38f91,True,2B,1,1,2A,2B,1,2B,2A,1
1248,accepted,,c94db7433ebfd27b,False,2A,2B,2B,2A,2A,2B,1,1,2B
1249,accepted,,3daf5388d580a5c8,True,1,1,2B,2A,2A,2B,1,2A,2B
1250,accepted,,d22aa5a5888631c4,False,2A,2A,2B,2A,2B,2B,2B,2B,2B
1251,accepted,,16fafdbe41e72bca,True,2B,1,1,2A,1,2A,1,2A,2B
1252,accepted,,31aca2df47ad5f39,False,2B,2A,2B,2A,1,2B,2B,1,1
1253,accepted,,bbc9218164d62b88,True,1,1,2B,2B,1,1,2B,1,2A
1254,accepted,,50f494042fe3a765,True,2A,1,2B,2A,1,2A,2B,2B,1
1255,accepted,,1a6bdda97a466f1e,False,2A,2B,1,2B,2B,2B,1,2A,1
1256,accepted,,d370ae23dfac98d3,True,2B,1,1,2A,2B,2A,1,1,2B
1257,accepted,,4b7b0f2bc8c507f5,False,2A,2A,2B,2B,2B,1,2B,2A,1
1258,accepted,,e71260ea7740fff0,True,1,1,1,2B,2B,2A,2B,2A,1
1259,accepted,,b4f8e864b8cf2942,False,1,1,2B,2A,2B,2B,2B,1,1
1260,accepted,,8a5a6788d9818351,True,2B,2A,2B,2B,2B,2A,2B,2B,2A
1261,accepted,,ec61f0fb75f11e51,True,1,2B,1,2A,2B,2B,1,2A,2A
1262,accepted,,2656337e50e323da,False,2B,2B,1,2A,2A,2B,2B,2B,2A
1263,accepted,,7ea6ea2d7f7cf023,True,2B,2A,1,2A,2A,2B,2B,2A,2A
1264,accepted,,35a2c48dbbea71d8,True,1,2B,1,2A,1,2A,2B,2B,2A
1265,accepted,,32983836df63cc4b,False,2A,1,1,2A,1,2A,1,2B,2B
1266,accepted,,64a59a225f81221f,True,2A,2A,1,2A,2B,2A,1,2B,1
1267,accepted,,e618938f0785053f,True,1,2A,2B,2A,2A,2A,2B,2A,2A
1268,accepted,,31502469f32d8a03,False,1,2A,1,2B,2A,1,1,1,2B
1269,accepted,,21b1c394d69c92b5,True,2B,1,1,2A,1,1,2B,2A,2A
1270,accepted,,24f41df7cd8e4144,False,1,2A,2B,2B,1,1,1,2B,2A
1271,accepted,,3a34b507292fff99,False,2A,1,1,2A,2B,2B,2B,2A,2B
1272,accepted,,612f90c141b717ce,False,1,1,2B,2A,2A,1,1,2A,2A
1273,accepted,,beeee04947ee2bcb,False,1,2B,2B,2B,1,2B,1,1,2B
1274,accepted,,80575d00dfe68bb3,True,2B,2B,1,2B,2B,1,1,2A,2B
1275,accepted,,52bb75c7243afd36,True,2B,2B,1,2B,2B,1,2B,2A,2B
1276,accepted,,dd626e48a7dfe284,False,2B,2A,1,2B,2B,1,1,2B,2A
1277,accepted,,9048c2bb2f9a2cb9,False,2B,2A,2B,2A,1,2A,2B,2B,1
1278,accepted,,44b35b685f2d43fa,False,2B,2A,1,2A,2A,2A,1,2A,1
1279,accepted,,2f926ea26b303b7e,False,1,2B,2B,2B,1,1,1,1,2A
1280,accepted,,a0554eecda2b75fa,True,1,1,1,2A,2A,1,1,2B,2B
1281,accepted,,9cfa7a51f374cc0e,True,1,2B,1,2A,2A,1,2B,2B,1
1282,accepted,,9133c0cb2923de9a,False,2B,2B,2B,2A,2A,2B,1,2A,2B
1283,accepted,,e4e3fc6b2b456bd0,False,1,2B,1,2B,1,2A,1,2A,1
1284,accepted,,00a05b650635ce29,True,2B,2A,1,2A,2A,2A,2B,1,2A
1285,accepted,,2c5f50e7d2483350,True,2B,1,1,2B,1,1,1,2B,1
1286,accepted,,ea144d21fbb909a6,True,2A,1,1,2A,2B,2B,2B,1,2B
1287,accepted,,e7f861c3e7038b3c,False,1,1,1,2A,2B,2A,1,1,1
1288,accepted,,eae0890d3de46210,True,2B,2B,1,2A,2A,2B,2B,2A,2B
1289,accepted,,8bbb55026c45575d,False,2A,2B,1,2A,1,2B,2B,1,1
1290,accepted,,5c9ae54b693c5334,True,1,2A,1,2A,2B,2B,2B,2B,2A
1291,accepted,,8809ccc83b1e392f,False,1,2B,2B,2A,2A,2A,2B,2B,1
1292,accepted,,8bcea88467930d0e,False,2B,1,2B,2B,1,2A,1,1,2B
1293,accepted,,c82803d059b6ebc1,True,2B,2B,2B,2A,2A,2B,2B,2B,2B
1294,accepted,,bbcabeb14c0f3165,True,2B,2A,2B,2B,2A,2A,2B,1,1
1295,accepted,,712a1102b0c58e09,False,2B,2B,1,2A,2A,1,1,2B,2A
1296,accepted,,a506efdf8bc66973,True,2A,2B,1,2B,2B,2A,2B,1,2B
1297,accepted,,f3b567f992734c40,False,1,1,2B,2A,2B,1,2B,1,2A
1298,accepted,,6fa4d0b7e85e7d9f,False,2A,1,1,2B,1,2A,2B,2B,1
1299,accepted,,4dadfea5b62c4932,True,2B,2B,1,2B,1,2A,2B,2A,2B
1300,accepted,,76257398943d8236,False,2B,1,2B,2A,2B,1,1,2A,2B
1301,accepted,,1e90a2c2eae03fbc,False,2A,2A,1,2A,2A,2A,2B,2A,1
1302,accepted,,49a6cf0aff6b81ab,False,2B,2B,1,2B,2A,2B,2B,2A,2A
1303,accepted,,41d54449b6636a2f,False,2B,1,1,2A,2B,2A,1,2A,1
1304,accepted,,95faabfa134a7175,False,2A,2B,2B,2A,2A,2A,1,1,2A
1305,accepted,,b5c0ac958cc3c299,False,1,2A,2B,2B,2A,2B,1,2B,1
1306,accepted,,accbd81bf0e68d9d,True,2A,1,2B,2A,2B,2B,1,2A,1
1307,accepted,,d15983d3dd1fc710,False,2B,2A,1,2A,2B,2A,2B,2A,2B
1308,accepted,,f8e001ea7cdfcc7d,False,2B,2B,2B,2A,2A,1,2B,2B,1
1309,accepted,,c2cc4c8d1771b930,False,1,2A,1,2B,1,2B,2B,2A,1
1310,accepted,,4f9fb12ea2e99b82,False,2A,1,1,2B,2B,2A,1,2A,1
1311,accepted,,0e18149d491a571c,False,2B,2B,1,2B,2B,2B,2B,2A,2A
1312,accepted,,0ba0268059d69dc3,True,1,1,1,2B,1,1,2B,1,2B
1313,accepted,,75226dbae078ae4a,False,2A,2B,1,2A,2A,1,2B,2B,2B
1314,accepted,,0ce78bb06b89ed78,True,2A,1,1,2A,2B,1,1,2B,2A
1315,accepted,,0b943f6cdf004b20,True,2B,2B,2B,2A,2A,2A,2B,1,2A
1316,accepted,,4e0b7d30656d2ac2,False,2A,1,1,2B,2B,2A,1,2A,1
1317,accepted,,44899812ad24ae07,True,2B,1,1,2A,2A,2A,1,2A,1
1318,accepted,,5ecd54469f9d750c,False,2A,1,2B,2B,1,1,2B,2B,1
1319,accepted,,9f8665936c264709,False,1,2A,2B,2A,1,1,2B,2B,2B
1320,accepted,,fc11af6c7e737bc1,False,2B,1,2B,2B,1,1,1,2A,2B
1321,accepted,,6449778478064fab,True,1,2A,2B,2A,2B,2B,1,1,2B
1322,accepted,,60392184ecaf3346,False,2A,1,1,2B,2A,1,2B,1,2A
1323,accepted,,ff7467b62183ad57,False,2B,1,2B,2B,2A,1,1,1,1
1324,accepted,,138337bb41ebef7c,False,2B,1,2B,2B,2B,2A,1,1,2B
1325,accepted,,e761cf9fce447391,False,2B,1,1,2B,1,2B,1,2A,1
1326,accepted,,c5bf941fd07082a2,False,2B,2B,2B,2B,2B,2A,2B,2B,2B
1327,accepted,,b3fb398f2759060f,False,1,2B,2B,2B,2A,2B,2B,2A,2A
1328,accepted,,5a22ab5cb5d7b91f,False,1,2B,1,2B,2B,2B,1,2B,2B
1329,accepted,,22502da92c0bebc1,False,2A,2B,2B,2B,1,2B,2B,1,2A
1330,accepted,,c1de7bb3215cd408,True,2A,1,2B,2B,2B,1,2B,2B,1
1331,accepted,,e2196603a8daa241,False,1,1,2B,2A,2A,1,1,1,2B
1332,accepted,,f44ce47717bcffe1,False,2A,2A,2B,2A,1,1,1,2B,2B
1333,accepted,,6c447735cd173a40,False,1,2A,1,2B,2A,2A,2B,1,2B
1334,accepted,,f2682da667d0ae6c,False,2B,1,2B,2A,2A,2A,1,2B,1
1335,accepted,,7fe37c4a083c15db,False,2B,2B,1,2B,2A,2B,1,1,2A
1336,accepted,,7bd8dc05bc01d7c4,True,2B,2B,1,2A,2B,1,2B,2A,1
1337,accepted,,6402e2065ab1fd75,False,2B,2B,2B,2B,2A,2A,1,2A,1
1338,accepted,,b0265b8d8f79859d,True,2B,2B,1,2A,2A,2B,1,1,2B
1339,accepted,,cc704768915b9156,False,1,2A,1,2A,2A,2B,2B,2A,2A
1340,accepted,,b0de195670214d68,False,1,1,2B,2A,2B,2B,1,2A,2B
1341,accepted,,0d3416f7071ccf01,True,2A,1,2B,2A,2A,2B,2B,2A,2A
1342,accepted,,4794f6c5951104e0,False,1,2B,2B,2A,1,2B,2B,2B,1
1343,accepted,,2c54da0b246cecba,False,2B,1,1,2A,2A,1,2B,1,2B
1344,accepted,,0cf6f4e15dd5f747,False,2B,2B,1,2A,1,1,2B,1,2B
1345,accepted,,a1ca7b731aeefb12,True,1,2A,1,2B,2A,1,2B,2A,2B
1346,accepted,,c5728bff4ada3567,False,2A,2A,2B,2B,1,1,2B,2B,2A
1347,accepted,,4f7c3890eb56518c,True,1,2A,2B,2A,1,1,2B,2B,2A
1348,accepted,,5c0e16c34976758d,False,1,2A,1,2B,2A,1,2B,2A,1
1349,accepted,,4fb7ea0e00e6c9dc,False,2B,2B,1,2A,2B,1,1,1,2B
1350,accepted,,a8ad987667f1f9d3,True,2A,2A,2B,2B,1,1,2B,2B,2B
1351,accepted,,0a0be2a7f2ddb0bd,True,2A,2A,2B,2B,2A,2B,2B,2B,1
1352,accepted,,833829e8bded888a,False,2A,1,1,2B,1,2B,1,2B,2B
1353,accepted,,fcd19fcfe14d0901,False,2A,2B,2B,2A,2B,1,1,2A,2A
1354,accepted,,ac0f9fa8e33e8007,False,2B,1,1,2B,2A,1,1,2B,2A
1355,accepted,,bf95333bf0c73ca5,False,2A,1,2B,2A,2A,2B,1,2B,2B
1356,accepted,,13a738c7aec2afd5,False,2A,2A,2B,2B,2A,2A,1,2A,2A
1357,accepted,,0cb0bc79059e9411,False,1,2B,2B,2A,2A,2A,1,1,2B
1358,accepted,,7476f3ec07c3aec7,False,2B,1,1,2A,2A,2B,2B,1,1
1359,accepted,,3284e2b3d4f87556,True,1,1,1,2A,2B,2B,2B,2A,2A
1360,accepted,,428a82354593bd95,False,2A,2B,1,2A,1,1,2B,1,2A
1361,accepted,,19dfffb1782891d6,False,2B,1,1,2B,1,2B,1,2B,2B
1362,accepted,,ce93e454c2c3b643,True,1,2A,2B,2B,2A,2A,1,2A,2B
1363,accepted,,7c09440be5e0cc10,True,2A,2B,1,2A,2A,1,2B,2B,2B
1364,accepted,,bed0d0af81e6976c,False,1,2B,1,2B,1,2A,2B,2B,1
1365,accepted,,14792bf1cd24a530,False,2B,1,2B,2B,2B,2A,1,1,2A
1366,accepted,,6a8475c9762d2c58,True,1,2B,2B,2A,2B,1,2B,1,2A
1367,accepted,,6fe425d57bd677bd,False,2B,2B,2B,2B,2B,2B,2B,2B,2A
1368,accepted,,b5beada618a392e2,False,2A,1,1,2A,2B,2B,2B,1,1
1369,accepted,,f51ad6713591d054,True,2A,2A,1,2A,2B,2A,1,2A,2A
1370,accepted,,84685001727244c2,False,2A,2B,1,2A,2B,1,2B,2A,2B
1371,accepted,,cf3c1cd9ddc99840,True,2B,2A,2B,2B,1,1,1,2B,2B
1372,accepted,,a0912d3c92124f2a,True,2B,1,1,2A,2B,2B,1,1,2B
1373,accepted,,51692763b1a742e7,False,2B,2A,1,2A,1,1,2B,2A,1
1374,accepted,,3bbd283875e2b491,True,2A,2B,2B,2A,2A,2A,1,2A,2A
1375,accepted,,5d80509033492586,False,2A,2A,1,2A,2B,2A,2B,2B,2A
1376,accepted,,b91fd10808706cf4,False,2A,2A,2B,2B,2B,2B,1,2B,2B
1377,accepted,,c85779792f3e17d2,True,2A,1,2B,2B,2A,1,1,2A,2A
1378,accepted,,5802a2b26ddb414e,True,2B,2A,2B,2A,2B,2B,2B,2B,2A
1379,accepted,,9eaa81906435add7,False,1,2A,2B,2B,2A,1,1,1,2A
1380,accepted,,296cb30a5cfed88b,True,2B,2A,1,2B,1,1,1,2B,1
1381,accepted,,4206a6a76b363dca,False,2B,2A,1,2A,1,1,1,2A,1
1382,accepted,,31a6fbcecbbed332,True,2A,1,1,2B,2B,2A,1,2B,2A
1383,accepted,,90910699cbeed570,False,1,2B,1,2B,1,2B,1,2A,2A
1384,accepted,,58a61fa0e8a93d26,False,2B,2A,1,2B,2A,2B,1,1,2B
1385,accepted,,0eace1d8b44ec3f0,False,2B,1,2B,2A,2A,2B,1,2B,2B
1386,accepted,,590a586fbdaa0b81,True,2A,2B,1,2B,2A,2A,1,1,2A
1387,accepted,,ee16e7618610fc4d,False,1,1,1,2B,2B,2B,1,1,2A
1388,accepted,,828d39cd1cad2995,True,1,2A,1,2B,1,2A,1,1,2A
1389,accepted,,e17664f5e58dbd5e,False,2A,1,1,2B,2B,1,2B,2A,2A
1390,accepted,,824c3aacd83d08f3,False,2B,1,2B,2A,2A,2A,1,2A,2A
1391,accepted,,d33174d3ff2209e3,True,1,2B,1,2A,1,2B,1,2A,1
1392,accepted,,a1d7ca7d8ecdf033,True,1,2A,2B,2A,2B,2B,1,1,2A
1393,accepted,,af7d4534d0057fbf,True,2B,1,1,2B,2B,1,2B,2B,2B
1394,accepted,,b640c341c3b1db58,False,2A,2A,1,2A,2B,1,2B,2B,1
1395,accepted,,84896e731fe92212,False,2A,2B,2B,2A,2B,1,1,2B,1
1396,accepted,,e2845061ed9adb5d,False,2A,2A,1,2A,2B,1,1,2A,2B
1397,accepted,,1c6a6ceab9b24d95,True,2A,1,2B,2B,2B,2A,1,2A,2A
1398,accepted,,f85acc3100013118,False,2B,2B,2B,2A,1,2A,2B,1,1
1399,accepted,,4824b72931f18c8a,True,2A,2B,2B,2A,2A,2B,1,2B,1
1400,accepted,,8301f9bbb7fcf4da,False,2A,2A,1,2A,1,2A,1,1,2B
1401,accepted,,b900c8086007d9f6,False,2A,2A,1,2B,1,1,2B,1,2A
1402,accepted,,e896d441cb5fec3b,False,2A,2B,2B,2A,2B,2A,2B,1,2B
1403,accepted,,bdab628d325303a8,False,2A,2B,1,2B,2A,2A,2B,2A,1
1404,accepted,,bdbc4c001afa3845,False,2B,2B,2B,2A,1,1,1,1,2B
1405,accepted,,c3b9f96a887a17f7,True,1,2B,1,2B,2A,2A,1,1,2B
1406,accepted,,6da0b1939658494f,False,2B,1,1,2B,2A,1,1,2B,1
1407,accepted,,aeff3fa52da44b9e,True,1,1,2B,2B,2B,2B,1,2A,2B
1408,accepted,,92a2215005ec80d1,True,1,1,1,2B,2A,2A,2B,1,2B
1409,accepted,,e5693c418dab41e7,False,2A,2A,1,2A,1,2B,1,2A,2A
1410,accepted,,49a128082e15fc24,False,2B,2B,2B,2B,2B,2A,1,2B,2B
1411,accepted,,4bc47f5869a55f5d,False,1,1,2B,2B,2B,1,1,2B,2B
1412,accepted,,054477afe2c88d6f,True,1,1,2B,2B,2B,2B,2B,2A,2B
1413,accepted,,9409be417c404c04,False,2B,2A,1,2A,2B,1,2B,2A,1
1414,accepted,,aa55623477e3674a,True,1,2B,2B,2B,2A,2A,1,2B,1
1415,accepted,,b2c87c1325372fc8,False,2B,1,2B,2B,1,1,2B,1,2B
1416,accepted,,ee3e8c93df3c4111,True,2A,2A,1,2A,1,1,1,1,2B
1417,accepted,,1a4d005452ab103d,True,2B,2A,2B,2A,2A,1,2B,1,2A
1418,accepted,,d3a4a5100216dd3b,False,2B,2B,1,2B,2A,1,2B,1,2A
1419,accepted,,58aa6de199fcc415,True,2A,2A,1,2A,2B,2A,1,2B,1
1420,accepted,,c81934188ea89574,False,2B,1,1,2B,2B,2A,1,2B,2B
1421,accepted,,81464cc3da1defc1,False,2A,2B,1,2A,1,2A,2B,1,1
1422,accepted,,9149a7e33ef22305,True,2A,2A,1,2A,1,2B,2B,1,2A
1423,accepted,,a2786bfd56c217f3,True,2A,1,2B,2A,2A,2A,2B,1,2A
1424,accepted,,968195d88dbc4775,True,2B,2B,2B,2B,1,2B,1,2B,1
1425,accepted,,610826b30fc42a2a,False,2A,2B,2B,2B,2B,2A,1,1,2B
1426,accepted,,3542170e25cc0d42,False,1,2B,1,2B,1,2A,2B,1,2B
1427,accepted,,a3454b6e0e8c91bf,False,1,2B,1,2B,2B,2B,1,1,2B
1428,accepted,,5cc87358e071780a,False,2A,2A,1,2A,2A,1,2B,1,1
1429,accepted,,88ad4f9e2c897ebe,True,2A,2A,1,2A,2B,2A,2B,2B,2B
1430,accepted,,555229cc01cac47c,True,1,2A,2B,2B,2B,2B,2B,1,2A
1431,accepted,,cbe4bb801bccff6c,True,1,2A,2B,2B,1,1,1,2A,1
1432,accepted,,873eddf7a00e9556,True,1,1,2B,2B,2A,2A,1,2A,1
1433,accepted,,1f4e3025216adce2,False,2A,1,1,2A,2B,1,1,2B,1
1434,accepted,,3187089d6768bb43,True,2B,2A,2B,2B,1,1,2B,1,2A
1435,accepted,,f8225bdd9baf8fe0,True,2A,2B,1,2B,2A,1,2B,2A,2A
1436,accepted,,09fbade2a6b71306,True,2A,2A,2B,2A,1,2B,2B,1,2B
1437,accepted,,bd959b95b0a5bbcc,True,2B,2A,1,2A,2B,2B,1,1,1
1438,accepted,,688d275355d84b2f,True,2A,2A,1,2A,2B,1,1,2A,2A
1439,accepted,,60dc0ed18a8656b5,False,1,2B,2B,2B,1,2A,1,1,2A
1440,accepted,,d7e1887b5a57d7c9,True,2B,2A,2B,2A,1,2A,2B,2B,1
1441,accepted,,2f97672f5f98142a,False,2B,2B,1,2B,2B,2B,2B,2B,2A
1442,accepted,,bfd0ac897673120a,True,2A,1,2B,2A,2B,1,1,2A,2A
1443,accepted,,90e13e9af8afe0c4,False,2B,1,2B,2A,1,2A,2B,2B,1
1444,accepted,,68b34886684a0b59,False,2B,2A,1,2B,1,1,1,2A,2B
1445,accepted,,4406b201cd9e7314,True,2B,2B,1,2A,2A,2A,2B,2B,2A
1446,accepted,,3c4ad7c5656271f1,False,1,2B,1,2B,1,2B,1,1,1
1447,accepted,,228cdd408a0e39b9,False,1,2B,2B,2A,2A,2A,2B,2A,2B
1448,accepted,,a4f444b31b007f6a,False,1,2A,2B,2A,1,2B,2B,1,2B
1449,accepted,,9488544bc142cd75,True,1,2A,2B,2A,2A,1,2B,2A,2B
1450,accepted,,7d22e50943ff3d90,False,2A,2B,2B,2A,1,2A,1,2A,2A
1451,accepted,,1195276d1e5349cc,False,2B,2B,1,2A,1,2B,2B,2B,2B
1452,accepted,,d730933d8be1908b,False,1,2B,1,2B,2A,1,2B,1,2A
1453,accepted,,3ccbf784379bfac1,False,2A,1,2B,2A,1,2A,1,2A,1
1454,accepted,,8968412ddf77b34d,False,2A,2B,2B,2A,2A,2A,1,1,2A
1455,accepted,,eb1036f9fee12dd9,True,2B,2A,1,2B,1,1,2B,2B,2B
1456,accepted,,62e9b7432d930e70,False,2A,2A,1,2A,2A,1,2B,1,2B
1457,accepted,,71cc5171c1efdc9c,False,2A,1,2B,2B,2A,1,2B,2B,1
1458,accepted,,01c76ba0f03b407b,False,1,2B,1,2A,2A,2A,2B,2B,2B
1459,accepted,,49bc63e76b3eb4e7,False,2B,1,2B,2B,2A,1,1,2A,2A
1460,accepted,,6b6d6103e67fc131,False,2B,2B,1,2B,2B,1,2B,1,1
1461,accepted,,9f71c8e3f76533af,False,1,2B,1,2B,2A,2B,1,2B,2A
1462,accepted,,bf73df89c3f4f60c,False,2B,2A,1,2A,2A,1,2B,2B,2A
1463,accepted,,28dbde3a9d26ece3,False,1,2A,2B,2A,1,1,1,1,2B
1464,accepted,,257ef80e4370e507,True,2A,2B,2B,2B,2A,2B,2B,1,1
1465,accepted,,ead5388fcad7a972,True,2B,1,1,2B,2B,1,1,2B,2B
1466,accepted,,6a20c1fc43638d0a,True,1,1,1,2B,2B,2B,1,2A,2B
1467,accepted,,89dee128ef66d441,True,2B,1,1,2A,2A,2A,1,2B,1
1468,accepted,,954e5307845e5f93,False,2B,2B,1,2A,2B,2A,2B,2B,2A
1469,accepted,,9b4d890c567a913d,False,2A,2B,1,2B,2B,2B,1,2A,2A
1470,accepted,,f20645f14566012a,False,2B,2A,2B,2B,2B,2B,1,2A,2A
1471,accepted,,0d61ab8dc646b0d1,False,2B,1,2B,2B,2B,2B,1,2B,2A
1472,accepted,,56aed9c2e9b99fbd,True,2A,1,2B,2A,2B,2B,2B,2B,2A
1473,accepted,,56191e3f50561216,True,1,2B,1,2A,2A,2B,1,2B,1
1474,accepted,,c234daf8bbe7d99b,True,2A,2A,1,2B,2A,1,1,1,2A
1475,accepted,,ea85cf8b4b25a058,False,2A,1,1,2A,2A,2B,1,2A,1
1476,accepted,,a52595a1648597f4,False,2B,1,1,2B,2A,1,1,2B,1
1477,accepted,,8c8d420f6ee6e543,True,2B,2B,2B,2B,2B,1,1,2B,2A
1478,accepted,,fdfb9c1ea3668504,True,2B,2B,2B,2B,2B,2A,1,2A,2A
1479,accepted,,59bc50a292fbc729,True,2B,2B,2B,2A,2A,1,1,1,2A
1480,accepted,,fd56f80ccf201298,True,2B,2B,2B,2A,1,2A,2B,1,2A
1481,accepted,,92b6ccabcd9e262a,True,2A,1,2B,2B,2B,1,2B,2A,1
1482,accepted,,6ba09644feacbdca,True,1,2B,2B,2A,2A,2A,2B,1,2B
1483,accepted,,7e4975e57f7c9fe7,False,2A,2B,2B,2A,2B,1,2B,1,1
1484,accepted,,9ffc1533248f48f7,False,2A,2B,2B,2B,2B,1,2B,2B,2A
1485,accepted,,f7c5212e052a0073,True,1,2B,2B,2A,2A,2A,1,2B,2B
1486,accepted,,b415e62e6a96042a,False,1,2B,1,2A,1,1,1,2B,1
1487,accepted,,ffbf55a0fa5d4a26,True,2A,2A,2B,2B,2B,2A,2B,1,2A
1488,accepted,,91aac6d4705bbacf,False,1,2A,1,2A,2A,1,2B,2A,1
1489,accepted,,abf3f82845db2a2e,False,2B,2B,2B,2B,2B,2A,1,2B,2A
1490,accepted,,8dfc32fa312e1945,False,2B,1,1,2A,2A,2A,2B,2A,2A
1491,accepted,,d2d528fae62803a1,False,2B,2B,1,2B,2B,1,1,1,2A
1492,accepted,,e41d5437426456f7,False,2A,2B,1,2B,2A,2A,2B,1,2B
1493,accepted,,2839efe3bc09cab2,False,2A,1,1,2A,2A,2B,1,2B,1
1494,accepted,,a14ff033ff4bd38c,True,1,1,1,2B,2B,2A,2B,1,1
1495,accepted,,13a3a8c09c387dbd,False,1,2A,1,2A,1,1,2B,2A,2B
1496,accepted,,7a54d43b2bc063d9,False,2A,1,1,2B,2A,2B,2B,2A,1
1497,accepted,,a87197a145f6108c,False,1,2A,2B,2A,2B,1,1,2B,2B
1498,accepted,,38a2eb806a9328dd,True,1,2B,2B,2B,2A,1,1,2B,1
1499,accepted,,00a89020fbd20565,False,2B,2B,1,2A,2A,2A,1,2B,1
1500,accepted,,4d622f2c30246664,False,2A,2B,1,2A,1,1,1,1,1
1501,accepted,,27c019efce06ac39,False,2A,2A,1,2B,1,1,1,2A,2A
1502,accepted,,234d5f329f5529d4,True,2B,2A,2B,2B,1,1,1,1,1
1503,accepted,,cbabd00d9aa102dd,False,2A,1,1,2B,2A,2B,2B,1,1
1504,accepted,,e70d7440c3e32676,True,2A,2A,1,2A,1,2A,1,2B,2A
1505,accepted,,a55daff545fd962b,True,1,1,1,2B,2B,2B,2B,2B,2A
1506,accepted,,e5188a43ddaaf90a,False,2B,2A,1,2A,2A,2B,1,1,2A
1507,accepted,,815eda291d7b70ff,False,2B,1,1,2A,2A,2A,1,2A,1
1508,accepted,,da00b524b71b4034,False,1,2A,1,2A,2A,2B,2B,2A,2A
1509,accepted,,420a91251225a09d,False,2B,1,1,2B,2B,1,2B,2B,1
1510,accepted,,93f2d0d001d98641,True,2A,1,2B,2B,2A,1,1,1,2A
1511,accepted,,f48138bf5296d215,True,1,2B,2B,2B,1,2B,2B,2B,2B
1512,accepted,,7d029308ca369e89,True,1,1,1,2B,1,2B,1,1,1
1513,accepted,,a3d8996eaa0febb7,False,2B,1,1,2B,1,1,2B,2B,2B
1514,accepted,,fd804626e949229f,False,2A,2A,2B,2A,2B,2A,2B,2B,2A
1515,accepted,,cfc9c25357774759,True,2B,2B,1,2B,1,2B,2B,2B,2B
1516,accepted,,f6db52c888e09540,False,2B,2A,2B,2B,2B,1,2B,1,2B
1517,accepted,,58913e72dabfb3d7,False,2A,2B,2B,2B,2A,2A,2B,2A,2A
1518,accepted,,75bd20a4d61e8d4a,False,2B,1,1,2B,2B,2A,1,2B,2B
1519,accepted,,dbe72d40e7b5a525,False,2A,1,1,2B,2B,1,2B,1,2A
1520,accepted,,8edf0681d8860097,False,1,1,2B,2A,2A,2B,2B,2A,2A
1521,accepted,,b3b8e92ba6b3a901,False,1,2A,1,2B,2A,2B,2B,2B,2A
1522,accepted,,282f52ee2b2d6857,False,2B,1,2B,2A,2A,2A,2B,1,1
1523,accepted,,8be4e98c1d6c878d,True,2A,1,1,2A,2B,2A,1,1,1
1524,accepted,,5c13ec9656b2aa00,True,2B,1,2B,2B,2B,2B,1,1,2A
1525,accepted,,a2c44b86b02181ea,False,2A,1,2B,2A,1,2A,2B,2B,1
1526,accepted,,af0b723a55335acd,False,2B,2B,1,2B,1,1,1,2A,2A
1527,accepted,,d4bb4abb25b68c23,False,2A,2B,2B,2A,2A,2B,2B,2B,2A
1528,accepted,,c355b7ea950ba931,True,2B,2A,1,2B,2A,1,2B,1,1
1529,accepted,,a9b77ec675fd4739,True,2A,1,1,2A,1,2B,2B,1,2B
1530,accepted,,caba4abee678b75f,True,2B,2B,1,2A,2B,2A,2B,2B,1
1531,accepted,,fefb1be8d589f277,True,2B,2B,2B,2A,2A,2A,2B,1,1
1532,accepted,,04f0076d23620eea,True,1,2B,1,2B,2A,2B,2B,2A,2A
1533,accepted,,785ade7824432a05,False,1,2B,1,2A,2B,2B,1,2B,2A
1534,accepted,,ac6b0272ff7a823c,True,2A,2A,1,2B,2A,2A,1,2B,1
1535,accepted,,837f65b620e47307,False,1,1,1,2B,2B,2A,1,2A,2B
1536,accepted,,cb410e03c28beae0,True,1,2A,1,2A,2B,1,2B,2A,2B
1537,accepted,,5799a2e275e91976,True,2A,2A,1,2A,2B,2A,2B,2B,2A
1538,accepted,,4320c8e9c7f508fe,False,2A,2A,2B,2B,2A,1,2B,2A,2A
